,Draft Year,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
243,2013,34,HOU,Isaiah Canaan,Murray State University,6,235,4799,1913,438,454,.371,.351,.836,20.4,8.1,1.9,1.9,4.3,.043,-3.0,-1.3
244,2013,35,PHI,Glen Rice,Georgia Institute of Technology,2,16,152,43,24,9,.269,.250,.692,9.5,2.7,1.5,0.6,-0.2,-.065,-7.3,-0.2
245,2013,36,SAC,Ray McCallum,University of Detroit Mercy,3,154,2808,920,306,368,.408,.335,.711,18.2,6.0,2.0,2.4,2.1,.035,-2.8,-0.6
246,2013,37,DET,Tony Mitchell,University of North Texas,1,21,79,22,26,2,.417,1.000,.579,3.8,1.0,1.2,0.1,0.2,.151,1.3,0.1
247,2013,38,WAS,Nate Wolters,South Dakota State University,3,84,1575,461,185,209,.423,.261,.635,18.8,5.5,2.2,2.5,0.9,.028,-4.0,-0.8
248,2013,39,POR,Jeff Withey,University of Kansas,5,206,2072,666,518,64,.525,.143,.716,10.1,3.2,2.5,0.3,6.8,.157,0.6,1.4
249,2013,40,POR,Grant Jerrett,University of Arizona,1,8,51,16,9,3,.269,.067,1.000,6.4,2.0,1.1,0.4,-0.1,-.128,-8.4,-0.1
250,2013,41,MEM,Jamaal Franklin,San Diego State University,2,24,174,42,25,9,.415,.462,1.000,7.3,1.8,1.0,0.4,0.0,-.006,-5.4,-0.1
251,2013,42,PHI,Pierre Jackson,Baylor University,1,8,84,35,9,19,.333,.273,.857,10.5,4.4,1.1,2.4,0.0,.021,-4.4,-0.1
252,2013,43,MIL,Ricky Ledo,Providence College,2,28,277,109,38,21,.336,.371,.769,9.9,3.9,1.4,0.8,-0.6,-.096,-7.8,-0.4
253,2013,44,DAL,Mike Muscala,Bucknell University,6,307,4885,1757,1002,288,.468,.365,.841,15.9,5.7,3.3,0.9,11.9,.117,0.0,2.5
254,2013,45,POR,Marko Todorovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,2013,46,UTA,Erick Green,Virginia Polytechnic Institute and State University,2,52,452,159,37,42,.377,.288,.857,8.7,3.1,0.7,0.8,0.1,.011,-5.1,-0.3
256,2013,47,ATL,Raul Neto,0,4,199,2817,955,261,376,.443,.377,.776,14.2,4.8,1.3,1.9,4.6,.078,-2.1,-0.1
257,2013,48,LAL,Ryan Kelly,Duke University,4,163,3125,981,504,215,.378,.316,.797,19.2,6.0,3.1,1.3,3.0,.046,-2.2,-0.2
258,2013,49,CHI,Erik Murphy,University of Florida,1,24,62,6,8,2,.231,.000,0,2.6,0.3,0.3,0.1,-0.1,-.055,-8.1,-0.1
259,2013,50,ATL,James Ennis,"California State University, Long Beach",5,278,5715,1801,883,245,.457,.357,.793,20.6,6.5,3.2,0.9,11.7,.098,-0.6,2.0
260,2013,51,ORL,Romero Osby,University of Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2013,52,MIN,Lorenzo Brown,North Carolina State University,5,103,1185,293,151,183,.364,.170,.707,11.5,2.8,1.5,1.8,-0.2,-.007,-4.1,-0.6
262,2013,53,IND,Colton Iverson,Colorado State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,2013,54,WAS,Arsalan Kazemi,University of Oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2013,55,MEM,Joffrey Lauvergne,0,4,208,2823,1159,789,180,.479,.285,.719,13.6,5.6,3.8,0.9,5.2,.089,-2.6,-0.4
265,2013,56,DET,Peyton Siva,University of Louisville,1,24,224,54,14,34,.316,.280,.733,9.3,2.3,0.6,1.4,-0.2,-.032,-7.3,-0.3
266,2013,57,PHO,Alex Oriakhi,University of Missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,2013,58,SAS,Deshaun Thomas,Ohio State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,2013,59,MIN,Bojan Dubljevic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,2013,60,MEM,Janis Timma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2014,31,MIL,Damien Inglis,0,1,20,156,36,31,10,.351,.231,.875,7.8,1.8,1.6,0.5,-0.1,-.024,-6.4,-0.2
271,2014,32,PHI,K.J. McDaniels,Clemson University,3,148,2092,782,324,95,.412,.290,.776,14.1,5.3,2.2,0.6,1.3,.030,-3.3,-0.7
272,2014,33,CLE,Joe Harris,University of Virginia,5,262,5914,2454,742,391,.475,.427,.797,22.6,9.4,2.8,1.5,10.4,.085,-0.5,2.2
273,2014,34,NYK,Cleanthony Early,Wichita State University,2,56,801,241,123,42,.346,.263,.750,14.3,4.3,2.2,0.8,-0.6,-.039,-5.7,-0.8
274,2014,35,UTA,Jarnell Stokes,University of Tennessee,3,28,151,67,40,7,.581,0,.531,5.4,2.4,1.4,0.3,0.6,.202,1.0,0.1
275,2014,36,MIL,Johnny O'Bryant III,Louisiana State University,4,147,1684,509,352,69,.402,.360,.663,11.5,3.5,2.4,0.5,0.2,.006,-6.4,-1.9
276,2014,37,TOR,DeAndre Daniels,University of Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2014,38,DET,Spencer Dinwiddie,University of Colorado,5,253,6168,2785,654,1146,.408,.323,.801,24.4,11.0,2.6,4.5,13.5,.105,-0.6,2.1
278,2014,39,PHI,Jerami Grant,Syracuse University,5,383,9233,3369,1500,396,.461,.334,.654,24.1,8.8,3.9,1.0,18.2,.095,-1.1,2.0
279,2014,40,MIN,Glenn Robinson III,University of Michigan,5,219,3144,956,461,122,.439,.361,.726,14.4,4.4,2.1,0.6,4.7,.072,-2.6,-0.5
280,2014,41,DEN,Nikola Jokic,0,4,308,8718,5006,2946,1586,.523,.345,.828,28.3,16.3,9.6,5.1,38.9,.214,7.6,21.2
281,2014,42,HOU,Nick Johnson,University of Arizona,1,28,262,74,39,11,.347,.238,.680,9.4,2.6,1.4,0.4,-0.1,-.020,-7.3,-0.3
282,2014,43,ATL,Walter Tavares,0,2,13,101,33,32,4,.625,0,.273,7.8,2.5,2.5,0.3,0.2,.118,-0.6,0.0
283,2014,44,MIN,Markel Brown,Oklahoma State University,3,113,1794,584,234,132,.380,.295,.781,15.9,5.2,2.1,1.2,1.1,.029,-2.8,-0.4
284,2014,45,CHH,Dwight Powell,Stanford University,5,331,5895,2491,1484,305,.553,.298,.750,17.8,7.5,4.5,0.9,22.4,.182,2.1,6.1
285,2014,46,WAS,Jordan Clarkson,University of Missouri,5,382,10527,5621,1237,1028,.445,.335,.815,27.6,14.7,3.2,2.7,10.5,.048,-1.8,0.6
286,2014,47,PHI,Russ Smith,University of Louisville,2,27,131,53,15,19,.319,.188,.769,4.9,2.0,0.6,0.7,-0.2,-.068,-6.4,-0.1
287,2014,48,MIL,Lamar Patterson,University of Pittsburgh,2,40,435,93,57,45,.326,.236,.720,10.9,2.3,1.4,1.1,0.1,.006,-5.5,-0.4
288,2014,49,CHI,Cameron Bairstow,University of New Mexico,2,36,167,44,36,7,.296,.200,.846,4.6,1.2,1.0,0.2,-0.1,-.021,-7.7,-0.2
289,2014,50,PHO,Alec Brown,University of Wisconsin-Green Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2014,51,NYK,Thanasis Antetokounmpo,0,1,2,6,6,1,0,.750,.000,0,3.0,3.0,0.5,0.0,0.0,.291,-4.1,0.0
291,2014,52,PHI,Vasilije Micic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,2014,53,MIN,Alessandro Gentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,2014,54,PHI,Nemanja Dangubic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2014,55,MIA,Semaj Christon,Xavier University,1,64,973,183,87,130,.345,.190,.548,15.2,2.9,1.4,2.0,0.1,.006,-6.3,-1.1
295,2014,56,DEN,Roy Devyn Marble,University of Iowa,2,44,457,97,69,29,.304,.222,.375,10.4,2.2,1.6,0.7,-0.3,-.028,-5.0,-0.3
296,2014,57,IND,Louis Labeyrie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2014,58,SAS,Jordan McRae,University of Tennessee,3,86,912,420,101,74,.427,.352,.784,10.6,4.9,1.2,0.9,1.0,.051,-5.0,-0.7
298,2014,59,TOR,Xavier Thames,San Diego State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,2014,60,SAS,Cory Jefferson,Baylor University,2,58,581,205,161,16,.444,.125,.583,10.0,3.5,2.8,0.3,0.9,.071,-4.6,-0.4
